ID_Viaje,Fecha,Ruta,Numero_Pasajeros,Duracion_Viaje_Minutos,Retraso_Minutos,Tipo_Transporte,Region,Dia_Semana
12599,2023-01-09 17:58:00,Madrid - Zaragoza,91,546.0,99,Autobús,Zaragoza,Monday
12602,2023-01-09 18:01:00,Bilbao - Madrid,78,408.0,85,Tren,Bilbao,Monday
12607,2023-01-09 18:06:00,Madrid - Zaragoza,11,521.0,81,Autobús,Zaragoza,Monday
12614,2023-01-09 18:13:00,Malaga - Sevilla,46,223.0,56,Tren,Sevilla,Monday
12661,2023-01-09 19:00:00,Valencia - Sevilla,67,366.0,110,Autobús,Valencia,Monday
12668,2023-01-09 19:07:00,Madrid - Zaragoza,93,75.0,24,Autobús,Zaragoza,Monday
12669,2023-01-09 19:08:00,Madrid - Barcelona,48,489.0,105,Autobús,Barcelona,Monday
12671,2023-01-09 19:10:00,Malaga - Sevilla,14,427.0,22,Autobús,Malaga,Monday
12675,2023-01-09 19:14:00,Zaragoza - Barcelona,36,559.0,17,Autobús,Barcelona,Monday
12685,2023-01-09 19:24:00,Malaga - Sevilla,58,578.0,17,Autobús,Sevilla,Monday
12690,2023-01-09 19:29:00,Malaga - Sevilla,75,128.0,27,Tren,Sevilla,Monday
12699,2023-01-09 19:38:00,Bilbao - Madrid,89,316.0,111,Autobús,Bilbao,Monday
12705,2023-01-09 19:44:00,Barcelona - Valencia,83,448.0,115,Tren,Valencia,Monday
12718,2023-01-09 19:57:00,Madrid - Malaga,85,511.0,21,Autobús,Madrid,Monday
12720,2023-01-09 19:59:00,Madrid - Barcelona,45,57.0,94,Tren,Madrid,Monday
12721,2023-01-09 20:00:00,Zaragoza - Barcelona,45,29.0,27,Autobús,Barcelona,Monday
12746,2023-01-09 20:25:00,Madrid - Barcelona,26,692.0,69,Tren,Barcelona,Monday
12751,2023-01-09 20:30:00,Madrid - Zaragoza,23,367.0,1,Autobús,Zaragoza,Monday
12757,2023-01-09 20:36:00,Malaga - Sevilla,44,286.0,69,Tren,Malaga,Monday
12768,2023-01-09 20:47:00,Sevilla - Madrid,67,50.0,26,Tren,Madrid,Monday
12777,2023-01-09 20:56:00,Barcelona - Bilbao,98,376.0,10,Tren,Bilbao,Monday
12780,2023-01-09 20:59:00,Barcelona - Bilbao,17,33.0,103,Tren,Bilbao,Monday
12782,2023-01-09 21:01:00,Zaragoza - Barcelona,20,109.0,48,Autobús,Zaragoza,Monday
12785,2023-01-09 21:04:00,Barcelona - Valencia,29,223.0,56,Tren,Barcelona,Monday
12787,2023-01-09 21:06:00,Bilbao - Madrid,96,362.0,111,Autobús,Bilbao,Monday
12791,2023-01-09 21:10:00,Sevilla - Madrid,35,523.0,86,Autobús,Madrid,Monday
12794,2023-01-09 21:13:00,Madrid - Zaragoza,93,651.0,95,Autobús,Zaragoza,Monday
12807,2023-01-09 21:26:00,Madrid - Malaga,97,698.0,18,Autobús,Malaga,Monday
12808,2023-01-09 21:27:00,Madrid - Zaragoza,98,490.0,119,Tren,Zaragoza,Monday
12816,2023-01-09 21:35:00,Barcelona - Valencia,14,465.0,41,Tren,Valencia,Monday
12843,2023-01-09 22:02:00,Madrid - Malaga,83,380.0,41,Autobús,Madrid,Monday
12846,2023-01-09 22:05:00,Barcelona - Valencia,70,380.0,43,Autobús,Valencia,Monday
12849,2023-01-09 22:08:00,Madrid - Barcelona,85,672.0,27,Autobús,Barcelona,Monday
12860,2023-01-09 22:19:00,Bilbao - Madrid,41,265.0,3,Tren,Bilbao,Monday
12866,2023-01-09 22:25:00,Madrid - Barcelona,86,587.0,91,Autobús,Madrid,Monday
12871,2023-01-09 22:30:00,Madrid - Barcelona,19,526.0,45,Autobús,Madrid,Monday
12872,2023-01-09 22:31:00,Madrid - Zaragoza,55,708.0,35,Autobús,Zaragoza,Monday
12881,2023-01-09 22:40:00,Sevilla - Madrid,20,507.0,53,Tren,Madrid,Monday
12886,2023-01-09 22:45:00,Valencia - Sevilla,61,146.0,91,Tren,Sevilla,Monday
12891,2023-01-09 22:50:00,Bilbao - Madrid,78,144.0,45,Tren,Bilbao,Monday
12904,2023-01-09 23:03:00,Valencia - Sevilla,72,162.0,26,Autobús,Valencia,Monday
12906,2023-01-09 23:05:00,Sevilla - Madrid,70,324.0,40,Tren,Madrid,Monday
12907,2023-01-09 23:06:00,Barcelona - Bilbao,42,298.0,6,Autobús,Bilbao,Monday
12913,2023-01-09 23:12:00,Zaragoza - Barcelona,84,702.0,68,Autobús,Barcelona,Monday
12914,2023-01-09 23:13:00,Madrid - Malaga,28,527.0,15,Autobús,Madrid,Monday
12918,2023-01-09 23:17:00,Barcelona - Bilbao,40,193.0,11,Autobús,Barcelona,Monday
12919,2023-01-09 23:18:00,Madrid - Barcelona,76,80.0,82,Autobús,Barcelona,Monday
12925,2023-01-09 23:24:00,Valencia - Sevilla,90,401.0,116,Tren,Sevilla,Monday
12931,2023-01-09 23:30:00,Barcelona - Valencia,19,156.0,91,Tren,Valencia,Monday
12932,2023-01-09 23:31:00,Madrid - Malaga,94,314.0,118,Tren,Malaga,Monday
12939,2023-01-09 23:38:00,Valencia - Sevilla,62,148.0,40,Tren,Valencia,Monday
12954,2023-01-09 23:53:00,Barcelona - Valencia,27,438.0,114,Autobús,Valencia,Monday
12981,2023-01-10 00:20:00,Malaga - Sevilla,15,561.0,60,Tren,Sevilla,Tuesday
12983,2023-01-10 00:22:00,Bilbao - Madrid,69,514.0,99,Tren,Bilbao,Tuesday
12994,2023-01-10 00:33:00,Barcelona - Valencia,37,657.0,18,Tren,Barcelona,Tuesday
13000,2023-01-10 00:39:00,Barcelona - Bilbao,79,228.0,16,Autobús,Barcelona,Tuesday
13017,2023-01-10 00:56:00,Madrid - Barcelona,68,611.0,31,Tren,Madrid,Tuesday
13027,2023-01-10 01:06:00,Zaragoza - Barcelona,56,387.0,6,Tren,Zaragoza,Tuesday
13030,2023-01-10 01:09:00,Barcelona - Valencia,42,172.0,19,Autobús,Barcelona,Tuesday
13037,2023-01-10 01:16:00,Madrid - Malaga,18,262.0,90,Autobús,Madrid,Tuesday
13039,2023-01-10 01:18:00,Madrid - Malaga,77,686.0,25,Autobús,Madrid,Tuesday
13042,2023-01-10 01:21:00,Barcelona - Bilbao,25,586.0,90,Tren,Bilbao,Tuesday
13051,2023-01-10 01:30:00,Madrid - Zaragoza,90,367.0,115,Autobús,Zaragoza,Tuesday
13052,2023-01-10 01:31:00,Barcelona - Valencia,89,328.0,9,Tren,Valencia,Tuesday
13061,2023-01-10 01:40:00,Madrid - Barcelona,87,118.0,40,Autobús,Madrid,Tuesday
13062,2023-01-10 01:41:00,Valencia - Sevilla,26,120.0,29,Tren,Sevilla,Tuesday
13063,2023-01-10 01:42:00,Madrid - Barcelona,83,230.0,43,Tren,Barcelona,Tuesday
13066,2023-01-10 01:45:00,Madrid - Barcelona,87,156.0,98,Autobús,Barcelona,Tuesday
13071,2023-01-10 01:50:00,Madrid - Zaragoza,50,660.0,35,Autobús,Zaragoza,Tuesday
13081,2023-01-10 02:00:00,Sevilla - Madrid,37,305.0,108,Autobús,Madrid,Tuesday
13082,2023-01-10 02:01:00,Madrid - Barcelona,98,617.0,90,Autobús,Madrid,Tuesday
13099,2023-01-10 02:18:00,Zaragoza - Barcelona,93,707.0,102,Autobús,Barcelona,Tuesday
13102,2023-01-10 02:21:00,Valencia - Sevilla,12,634.0,15,Tren,Valencia,Tuesday
13124,2023-01-10 02:43:00,Bilbao - Madrid,25,287.0,5,Autobús,Bilbao,Tuesday
13129,2023-01-10 02:48:00,Bilbao - Madrid,32,498.0,10,Tren,Madrid,Tuesday
13136,2023-01-10 02:55:00,Zaragoza - Barcelona,30,101.0,17,Tren,Barcelona,Tuesday
13137,2023-01-10 02:56:00,Madrid - Malaga,11,75.0,101,Tren,Malaga,Tuesday
13140,2023-01-10 02:59:00,Barcelona - Valencia,54,24.0,23,Autobús,Barcelona,Tuesday
13143,2023-01-10 03:02:00,Madrid - Barcelona,32,323.0,72,Tren,Barcelona,Tuesday
13144,2023-01-10 03:03:00,Zaragoza - Barcelona,87,167.0,33,Autobús,Zaragoza,Tuesday
13161,2023-01-10 03:20:00,Madrid - Malaga,10,173.0,116,Tren,Madrid,Tuesday
13182,2023-01-10 03:41:00,Bilbao - Madrid,98,432.0,38,Tren,Madrid,Tuesday
13183,2023-01-10 03:42:00,Bilbao - Madrid,90,249.0,81,Tren,Madrid,Tuesday
13187,2023-01-10 03:46:00,Valencia - Sevilla,26,43.0,10,Tren,Valencia,Tuesday
13188,2023-01-10 03:47:00,Sevilla - Madrid,68,606.0,9,Tren,Sevilla,Tuesday
13192,2023-01-10 03:51:00,Madrid - Malaga,87,279.0,77,Autobús,Madrid,Tuesday
13214,2023-01-10 04:13:00,Madrid - Malaga,12,54.0,97,Autobús,Malaga,Tuesday
13216,2023-01-10 04:15:00,Barcelona - Valencia,21,278.0,112,Tren,Barcelona,Tuesday
13217,2023-01-10 04:16:00,Malaga - Sevilla,16,548.0,103,Tren,Malaga,Tuesday
13220,2023-01-10 04:19:00,Madrid - Barcelona,65,549.0,69,Autobús,Barcelona,Tuesday
13224,2023-01-10 04:23:00,Barcelona - Valencia,34,713.0,15,Tren,Barcelona,Tuesday
13230,2023-01-10 04:29:00,Sevilla - Madrid,49,105.0,33,Tren,Madrid,Tuesday
13240,2023-01-10 04:39:00,Malaga - Sevilla,61,497.0,73,Tren,Malaga,Tuesday
13278,2023-01-10 05:17:00,Zaragoza - Barcelona,64,168.0,3,Autobús,Zaragoza,Tuesday
13284,2023-01-10 05:23:00,Madrid - Barcelona,96,409.0,97,Tren,Barcelona,Tuesday
13313,2023-01-10 05:52:00,Barcelona - Valencia,18,598.0,92,Autobús,Valencia,Tuesday
13319,2023-01-10 05:58:00,Valencia - Sevilla,79,157.0,24,Autobús,Sevilla,Tuesday
13326,2023-01-10 06:05:00,Barcelona - Bilbao,75,186.0,2,Tren,Bilbao,Tuesday
13327,2023-01-10 06:06:00,Valencia - Sevilla,39,302.0,57,Autobús,Valencia,Tuesday
13329,2023-01-10 06:08:00,Bilbao - Madrid,89,173.0,15,Tren,Madrid,Tuesday
13334,2023-01-10 06:13:00,Barcelona - Bilbao,64,214.0,103,Autobús,Barcelona,Tuesday
13348,2023-01-10 06:27:00,Madrid - Barcelona,46,225.0,101,Tren,Madrid,Tuesday
13353,2023-01-10 06:32:00,Bilbao - Madrid,85,646.0,17,Autobús,Madrid,Tuesday
13354,2023-01-10 06:33:00,Madrid - Zaragoza,74,442.0,33,Autobús,Madrid,Tuesday
13360,2023-01-10 06:39:00,Madrid - Malaga,49,137.0,74,Tren,Malaga,Tuesday
13361,2023-01-10 06:40:00,Zaragoza - Barcelona,31,43.0,31,Tren,Barcelona,Tuesday
13369,2023-01-10 06:48:00,Barcelona - Bilbao,74,544.0,34,Autobús,Barcelona,Tuesday
13370,2023-01-10 06:49:00,Madrid - Malaga,27,44.0,78,Autobús,Malaga,Tuesday
13376,2023-01-10 06:55:00,Bilbao - Madrid,71,635.0,14,Tren,Bilbao,Tuesday
13377,2023-01-10 06:56:00,Madrid - Malaga,44,713.0,110,Autobús,Malaga,Tuesday
13382,2023-01-10 07:01:00,Madrid - Malaga,52,487.0,68,Tren,Malaga,Tuesday
13389,2023-01-10 07:08:00,Bilbao - Madrid,68,263.0,9,Autobús,Madrid,Tuesday
13428,2023-01-10 07:47:00,Zaragoza - Barcelona,80,578.0,8,Tren,Zaragoza,Tuesday
13431,2023-01-10 07:50:00,Madrid - Zaragoza,93,642.0,94,Tren,Zaragoza,Tuesday
13433,2023-01-10 07:52:00,Madrid - Zaragoza,31,152.0,109,Autobús,Zaragoza,Tuesday
13436,2023-01-10 07:55:00,Barcelona - Bilbao,83,447.0,30,Autobús,Barcelona,Tuesday
13438,2023-01-10 07:57:00,Bilbao - Madrid,21,716.0,67,Autobús,Madrid,Tuesday
13453,2023-01-10 08:12:00,Valencia - Sevilla,45,363.0,64,Tren,Valencia,Tuesday
13460,2023-01-10 08:19:00,Barcelona - Bilbao,80,248.0,87,Tren,Barcelona,Tuesday
13464,2023-01-10 08:23:00,Sevilla - Madrid,38,486.0,3,Autobús,Madrid,Tuesday
13473,2023-01-10 08:32:00,Bilbao - Madrid,14,135.0,42,Tren,Madrid,Tuesday
13474,2023-01-10 08:33:00,Sevilla - Madrid,93,143.0,50,Autobús,Sevilla,Tuesday
13475,2023-01-10 08:34:00,Madrid - Barcelona,49,108.0,84,Tren,Madrid,Tuesday
13476,2023-01-10 08:35:00,Valencia - Sevilla,56,360.0,77,Autobús,Valencia,Tuesday
13482,2023-01-10 08:41:00,Barcelona - Bilbao,29,321.0,114,Autobús,Bilbao,Tuesday
13488,2023-01-10 08:47:00,Madrid - Malaga,54,422.0,17,Tren,Malaga,Tuesday
13501,2023-01-10 09:00:00,Barcelona - Valencia,54,367.0,94,Tren,Barcelona,Tuesday
13521,2023-01-10 09:20:00,Madrid - Zaragoza,61,385.0,3,Autobús,Madrid,Tuesday
13537,2023-01-10 09:36:00,Barcelona - Valencia,60,454.0,104,Autobús,Barcelona,Tuesday
13544,2023-01-10 09:43:00,Bilbao - Madrid,66,660.0,53,Tren,Madrid,Tuesday
13549,2023-01-10 09:48:00,Barcelona - Valencia,98,19.0,82,Autobús,Valencia,Tuesday
13552,2023-01-10 09:51:00,Valencia - Sevilla,31,389.0,105,Tren,Sevilla,Tuesday
13553,2023-01-10 09:52:00,Madrid - Barcelona,31,602.0,37,Tren,Barcelona,Tuesday
13555,2023-01-10 09:54:00,Malaga - Sevilla,75,513.0,32,Autobús,Sevilla,Tuesday
13559,2023-01-10 09:58:00,Barcelona - Valencia,90,296.0,116,Autobús,Barcelona,Tuesday
13561,2023-01-10 10:00:00,Madrid - Malaga,46,496.0,78,Autobús,Malaga,Tuesday
13571,2023-01-10 10:10:00,Malaga - Sevilla,57,225.0,23,Autobús,Sevilla,Tuesday
13572,2023-01-10 10:11:00,Bilbao - Madrid,15,280.0,12,Tren,Madrid,Tuesday
13587,2023-01-10 10:26:00,Madrid - Malaga,73,718.0,108,Tren,Malaga,Tuesday
13591,2023-01-10 10:30:00,Malaga - Sevilla,16,376.0,72,Autobús,Sevilla,Tuesday
13597,2023-01-10 10:36:00,Bilbao - Madrid,28,712.0,86,Tren,Bilbao,Tuesday
13611,2023-01-10 10:50:00,Madrid - Zaragoza,26,433.0,75,Autobús,Zaragoza,Tuesday
13613,2023-01-10 10:52:00,Zaragoza - Barcelona,31,277.0,36,Tren,Barcelona,Tuesday
13626,2023-01-10 11:05:00,Madrid - Zaragoza,45,297.0,30,Autobús,Madrid,Tuesday
13630,2023-01-10 11:09:00,Madrid - Malaga,16,678.0,106,Autobús,Madrid,Tuesday
13638,2023-01-10 11:17:00,Sevilla - Madrid,71,330.0,13,Tren,Sevilla,Tuesday
13639,2023-01-10 11:18:00,Madrid - Malaga,39,563.0,118,Autobús,Madrid,Tuesday
13666,2023-01-10 11:45:00,Barcelona - Bilbao,19,26.0,111,Autobús,Bilbao,Tuesday
13681,2023-01-10 12:00:00,Malaga - Sevilla,92,548.0,102,Autobús,Sevilla,Tuesday
13685,2023-01-10 12:04:00,Madrid - Malaga,63,395.0,50,Tren,Madrid,Tuesday
13687,2023-01-10 12:06:00,Valencia - Sevilla,96,300.0,16,Autobús,Valencia,Tuesday
13690,2023-01-10 12:09:00,Valencia - Sevilla,30,564.0,18,Autobús,Valencia,Tuesday
13696,2023-01-10 12:15:00,Sevilla - Madrid,19,708.0,25,Autobús,Sevilla,Tuesday
13704,2023-01-10 12:23:00,Madrid - Malaga,74,180.0,107,Autobús,Madrid,Tuesday
13707,2023-01-10 12:26:00,Madrid - Zaragoza,27,178.0,31,Tren,Madrid,Tuesday
13717,2023-01-10 12:36:00,Barcelona - Valencia,51,50.0,55,Tren,Valencia,Tuesday
13724,2023-01-10 12:43:00,Madrid - Zaragoza,55,214.0,112,Autobús,Zaragoza,Tuesday
13731,2023-01-10 12:50:00,Valencia - Sevilla,13,436.0,25,Autobús,Valencia,Tuesday
13737,2023-01-10 12:56:00,Barcelona - Valencia,91,379.0,11,Autobús,Valencia,Tuesday
13740,2023-01-10 12:59:00,Madrid - Zaragoza,53,269.0,19,Tren,Madrid,Tuesday
13742,2023-01-10 13:01:00,Madrid - Barcelona,36,706.0,97,Tren,Madrid,Tuesday
13745,2023-01-10 13:04:00,Sevilla - Madrid,58,516.0,118,Tren,Sevilla,Tuesday
13748,2023-01-10 13:07:00,Madrid - Zaragoza,17,631.0,25,Tren,Madrid,Tuesday
13749,2023-01-10 13:08:00,Barcelona - Bilbao,97,681.0,0,Autobús,Bilbao,Tuesday
13752,2023-01-10 13:11:00,Madrid - Barcelona,86,391.0,4,Autobús,Madrid,Tuesday
13759,2023-01-10 13:18:00,Barcelona - Valencia,64,317.0,103,Tren,Valencia,Tuesday
13762,2023-01-10 13:21:00,Madrid - Zaragoza,74,284.0,56,Tren,Zaragoza,Tuesday
13764,2023-01-10 13:23:00,Barcelona - Bilbao,92,504.0,34,Autobús,Bilbao,Tuesday
13783,2023-01-10 13:42:00,Barcelona - Bilbao,76,629.0,3,Autobús,Bilbao,Tuesday
13789,2023-01-10 13:48:00,Barcelona - Valencia,95,200.0,42,Autobús,Barcelona,Tuesday
13790,2023-01-10 13:49:00,Sevilla - Madrid,72,691.0,86,Tren,Sevilla,Tuesday
13801,2023-01-10 14:00:00,Zaragoza - Barcelona,54,367.0,999,Tren,Zaragoza,Tuesday
13818,2023-01-10 14:17:00,Barcelona - Bilbao,76,390.0,65,Autobús,Barcelona,Tuesday
13820,2023-01-10 14:19:00,Madrid - Malaga,55,71.0,81,Tren,Madrid,Tuesday
13821,2023-01-10 14:20:00,Zaragoza - Barcelona,35,487.0,117,Autobús,Barcelona,Tuesday
13829,2023-01-10 14:28:00,Valencia - Sevilla,70,407.0,56,Tren,Valencia,Tuesday
13834,2023-01-10 14:33:00,Bilbao - Madrid,71,587.0,11,Tren,Madrid,Tuesday
13839,2023-01-10 14:38:00,Zaragoza - Barcelona,32,422.0,100,Autobús,Barcelona,Tuesday
13842,2023-01-10 14:41:00,Malaga - Sevilla,49,624.0,8,Autobús,Malaga,Tuesday
13847,2023-01-10 14:46:00,Barcelona - Bilbao,76,502.0,111,Autobús,Barcelona,Tuesday
13872,2023-01-10 15:11:00,Valencia - Sevilla,28,233.0,89,Tren,Sevilla,Tuesday
13874,2023-01-10 15:13:00,Barcelona - Bilbao,87,133.0,44,Autobús,Barcelona,Tuesday
13877,2023-01-10 15:16:00,Barcelona - Bilbao,24,369.0,37,Tren,Bilbao,Tuesday
13887,2023-01-10 15:26:00,Madrid - Barcelona,24,431.0,38,Autobús,Madrid,Tuesday
13892,2023-01-10 15:31:00,Sevilla - Madrid,13,92.0,85,Tren,Madrid,Tuesday
13895,2023-01-10 15:34:00,Madrid - Barcelona,62,652.0,69,Autobús,Barcelona,Tuesday
13901,2023-01-10 15:40:00,Malaga - Sevilla,54,320.0,7,Autobús,Malaga,Tuesday
13905,2023-01-10 15:44:00,Sevilla - Madrid,50,395.0,115,Tren,Madrid,Tuesday
13909,2023-01-10 15:48:00,Valencia - Sevilla,67,76.0,6,Autobús,Sevilla,Tuesday
13912,2023-01-10 15:51:00,Malaga - Sevilla,46,588.0,118,Tren,Sevilla,Tuesday
13915,2023-01-10 15:54:00,Malaga - Sevilla,24,469.0,48,Tren,Sevilla,Tuesday
13928,2023-01-10 16:07:00,Malaga - Sevilla,75,320.0,4,Autobús,Sevilla,Tuesday
13929,2023-01-10 16:08:00,Madrid - Zaragoza,50,324.0,72,Autobús,Zaragoza,Tuesday
13938,2023-01-10 16:17:00,Madrid - Zaragoza,25,541.0,11,Autobús,Zaragoza,Tuesday
13942,2023-01-10 16:21:00,Barcelona - Bilbao,63,417.0,68,Tren,Bilbao,Tuesday
13948,2023-01-10 16:27:00,Malaga - Sevilla,65,418.0,31,Tren,Sevilla,Tuesday
13950,2023-01-10 16:29:00,Barcelona - Bilbao,73,568.0,36,Autobús,Barcelona,Tuesday
13955,2023-01-10 16:34:00,Zaragoza - Barcelona,79,628.0,23,Autobús,Zaragoza,Tuesday
13959,2023-01-10 16:38:00,Sevilla - Madrid,86,547.0,41,Tren,Madrid,Tuesday
13969,2023-01-10 16:48:00,Bilbao - Madrid,13,105.0,14,Tren,Bilbao,Tuesday
13971,2023-01-10 16:50:00,Sevilla - Madrid,54,353.0,118,Autobús,Sevilla,Tuesday
13972,2023-01-10 16:51:00,Sevilla - Madrid,10,389.0,3,Tren,Madrid,Tuesday
13973,2023-01-10 16:52:00,Madrid - Barcelona,66,566.0,60,Autobús,Madrid,Tuesday
13982,2023-01-10 17:01:00,Madrid - Malaga,10,180.0,100,Tren,Madrid,Tuesday
13995,2023-01-10 17:14:00,Sevilla - Madrid,54,348.0,74,Autobús,Sevilla,Tuesday
14000,2023-01-10 17:19:00,Bilbao - Madrid,92,97.0,99,Autobús,Madrid,Tuesday
14001,2023-01-10 17:20:00,Bilbao - Madrid,54,569.0,999,Autobús,Madrid,Tuesday
14011,2023-01-10 17:30:00,Valencia - Sevilla,79,653.0,42,Tren,Sevilla,Tuesday
14017,2023-01-10 17:36:00,Madrid - Barcelona,70,674.0,32,Autobús,Barcelona,Tuesday
14025,2023-01-10 17:44:00,Madrid - Zaragoza,29,630.0,1,Autobús,Madrid,Tuesday
14042,2023-01-10 18:01:00,Madrid - Zaragoza,49,400.0,56,Autobús,Madrid,Tuesday
14046,2023-01-10 18:05:00,Barcelona - Valencia,13,514.0,43,Tren,Barcelona,Tuesday
14055,2023-01-10 18:14:00,Malaga - Sevilla,80,404.0,97,Tren,Sevilla,Tuesday
14056,2023-01-10 18:15:00,Madrid - Zaragoza,35,20.0,17,Autobús,Zaragoza,Tuesday
14061,2023-01-10 18:20:00,Valencia - Sevilla,97,185.0,47,Tren,Sevilla,Tuesday
14069,2023-01-10 18:28:00,Barcelona - Bilbao,60,248.0,84,Tren,Barcelona,Tuesday
14072,2023-01-10 18:31:00,Madrid - Barcelona,13,322.0,11,Autobús,Madrid,Tuesday
14075,2023-01-10 18:34:00,Sevilla - Madrid,29,572.0,7,Autobús,Sevilla,Tuesday
14097,2023-01-10 18:56:00,Madrid - Zaragoza,18,347.0,62,Autobús,Zaragoza,Tuesday
14108,2023-01-10 19:07:00,Madrid - Zaragoza,45,658.0,67,Autobús,Zaragoza,Tuesday
14112,2023-01-10 19:11:00,Madrid - Malaga,55,588.0,10,Tren,Malaga,Tuesday
14122,2023-01-10 19:21:00,Madrid - Zaragoza,33,463.0,29,Autobús,Madrid,Tuesday
14142,2023-01-10 19:41:00,Barcelona - Valencia,39,104.0,69,Tren,Barcelona,Tuesday
14145,2023-01-10 19:44:00,Barcelona - Bilbao,94,471.0,90,Autobús,Barcelona,Tuesday
14148,2023-01-10 19:47:00,Madrid - Barcelona,13,137.0,6,Tren,Barcelona,Tuesday
14156,2023-01-10 19:55:00,Malaga - Sevilla,15,474.0,52,Tren,Malaga,Tuesday
14157,2023-01-10 19:56:00,Barcelona - Bilbao,16,405.0,13,Tren,Barcelona,Tuesday
14160,2023-01-10 19:59:00,Madrid - Barcelona,75,647.0,98,Tren,Barcelona,Tuesday
14174,2023-01-10 20:13:00,Sevilla - Madrid,33,520.0,92,Autobús,Sevilla,Tuesday
14181,2023-01-10 20:20:00,Valencia - Sevilla,58,122.0,6,Tren,Sevilla,Tuesday
14186,2023-01-10 20:25:00,Barcelona - Bilbao,51,616.0,0,Autobús,Barcelona,Tuesday
14196,2023-01-10 20:35:00,Madrid - Barcelona,13,179.0,91,Autobús,Madrid,Tuesday
14203,2023-01-10 20:42:00,Valencia - Sevilla,95,68.0,39,Tren,Sevilla,Tuesday
14212,2023-01-10 20:51:00,Madrid - Zaragoza,39,44.0,110,Autobús,Zaragoza,Tuesday
14213,2023-01-10 20:52:00,Bilbao - Madrid,50,50.0,32,Tren,Bilbao,Tuesday
14222,2023-01-10 21:01:00,Malaga - Sevilla,88,250.0,11,Autobús,Sevilla,Tuesday
14223,2023-01-10 21:02:00,Madrid - Barcelona,97,548.0,84,Tren,Barcelona,Tuesday
14232,2023-01-10 21:11:00,Bilbao - Madrid,39,251.0,78,Autobús,Madrid,Tuesday
14241,2023-01-10 21:20:00,Bilbao - Madrid,79,368.0,84,Tren,Madrid,Tuesday
14245,2023-01-10 21:24:00,Zaragoza - Barcelona,49,600.0,25,Tren,Zaragoza,Tuesday
14247,2023-01-10 21:26:00,Sevilla - Madrid,50,551.0,20,Tren,Madrid,Tuesday
14248,2023-01-10 21:27:00,Madrid - Barcelona,14,332.0,5,Tren,Barcelona,Tuesday
14266,2023-01-10 21:45:00,Madrid - Barcelona,91,280.0,108,Autobús,Madrid,Tuesday
14275,2023-01-10 21:54:00,Madrid - Malaga,89,91.0,18,Tren,Malaga,Tuesday
14290,2023-01-10 22:09:00,Sevilla - Madrid,54,161.0,103,Autobús,Sevilla,Tuesday
14295,2023-01-10 22:14:00,Valencia - Sevilla,93,645.0,32,Autobús,Valencia,Tuesday
14297,2023-01-10 22:16:00,Madrid - Barcelona,56,461.0,67,Autobús,Madrid,Tuesday
14333,2023-01-10 22:52:00,Madrid - Barcelona,45,369.0,114,Tren,Madrid,Tuesday
14336,2023-01-10 22:55:00,Malaga - Sevilla,69,401.0,2,Autobús,Malaga,Tuesday
14343,2023-01-10 23:02:00,Madrid - Malaga,61,477.0,111,Tren,Malaga,Tuesday
14349,2023-01-10 23:08:00,Barcelona - Bilbao,93,483.0,103,Autobús,Barcelona,Tuesday
14359,2023-01-10 23:18:00,Madrid - Barcelona,37,650.0,110,Autobús,Madrid,Tuesday
14363,2023-01-10 23:22:00,Zaragoza - Barcelona,29,250.0,45,Tren,Barcelona,Tuesday
14365,2023-01-10 23:24:00,Bilbao - Madrid,23,152.0,109,Autobús,Bilbao,Tuesday
14366,2023-01-10 23:25:00,Bilbao - Madrid,24,201.0,88,Tren,Madrid,Tuesday
14371,2023-01-10 23:30:00,Sevilla - Madrid,92,632.0,111,Autobús,Sevilla,Tuesday
14372,2023-01-10 23:31:00,Sevilla - Madrid,73,189.0,105,Autobús,Madrid,Tuesday
14378,2023-01-10 23:37:00,Madrid - Barcelona,21,669.0,90,Autobús,Madrid,Tuesday
14379,2023-01-10 23:38:00,Madrid - Zaragoza,45,299.0,40,Autobús,Zaragoza,Tuesday
14395,2023-01-10 23:54:00,Barcelona - Bilbao,46,113.0,95,Tren,Bilbao,Tuesday
14396,2023-01-10 23:55:00,Malaga - Sevilla,52,297.0,25,Autobús,Sevilla,Tuesday
14400,2023-01-10 23:59:00,Barcelona - Valencia,10,87.0,108,Tren,Barcelona,Tuesday
14405,2023-01-11 00:04:00,Bilbao - Madrid,67,478.0,95,Tren,Madrid,Wednesday
14411,2023-01-11 00:10:00,Valencia - Sevilla,71,337.0,18,Autobús,Sevilla,Wednesday
14423,2023-01-11 00:22:00,Valencia - Sevilla,79,75.0,45,Tren,Valencia,Wednesday
14447,2023-01-11 00:46:00,Sevilla - Madrid,49,135.0,88,Tren,Madrid,Wednesday
14453,2023-01-11 00:52:00,Barcelona - Valencia,23,576.0,116,Autobús,Barcelona,Wednesday
14460,2023-01-11 00:59:00,Malaga - Sevilla,90,233.0,87,Tren,Malaga,Wednesday
14471,2023-01-11 01:10:00,Madrid - Barcelona,15,714.0,85,Tren,Barcelona,Wednesday
14499,2023-01-11 01:38:00,Malaga - Sevilla,25,65.0,91,Autobús,Sevilla,Wednesday
14514,2023-01-11 01:53:00,Madrid - Malaga,12,573.0,35,Autobús,Malaga,Wednesday
14541,2023-01-11 02:20:00,Sevilla - Madrid,29,337.0,16,Tren,Madrid,Wednesday
