Ruta,Numero_Pasajeros,Duracion_Viaje_Minutos,Retraso_Minutos,Tipo_Transporte,Region,Dia_Semana,Mes,Día,Hora,Minuto
Valencia - Sevilla,13,186.0,3,2,Valencia,5,1,21,16,45
Sevilla - Madrid,18,477.0,60,2,Madrid,5,1,21,16,54
Madrid - Barcelona,67,242.0,56,1,Barcelona,5,1,21,16,55
Malaga - Sevilla,68,451.0,96,2,Malaga,5,1,21,17,10
Madrid - Malaga,69,228.0,32,2,Madrid,5,1,21,17,17
Barcelona - Valencia,62,255.0,85,1,Barcelona,5,1,21,17,18
Madrid - Zaragoza,57,271.0,24,1,Madrid,5,1,21,17,28
Malaga - Sevilla,25,619.0,1,1,Malaga,5,1,21,17,41
Sevilla - Madrid,74,348.0,108,1,Madrid,5,1,21,17,43
Bilbao - Madrid,59,429.0,46,2,Bilbao,5,1,21,17,46
Madrid - Zaragoza,64,460.0,79,2,Madrid,5,1,21,17,51
Barcelona - Valencia,53,469.0,70,2,Valencia,5,1,21,17,53
Malaga - Sevilla,46,543.0,26,1,Sevilla,5,1,21,17,57
Sevilla - Madrid,43,282.0,114,1,Sevilla,5,1,21,18,5
Madrid - Zaragoza,66,536.0,116,1,Zaragoza,5,1,21,18,11
Madrid - Zaragoza,94,184.0,61,1,Zaragoza,5,1,21,18,36
Madrid - Barcelona,28,506.0,80,2,Madrid,5,1,21,18,44
Madrid - Malaga,45,288.0,60,1,Madrid,5,1,21,18,48
Madrid - Barcelona,80,167.0,11,2,Barcelona,5,1,21,18,51
Barcelona - Valencia,98,560.0,66,1,Barcelona,5,1,21,18,52
Zaragoza - Barcelona,35,574.0,15,1,Barcelona,5,1,21,19,6
Madrid - Malaga,63,302.0,38,2,Madrid,5,1,21,19,8
Valencia - Sevilla,72,487.0,4,2,Sevilla,5,1,21,19,15
Valencia - Sevilla,51,307.0,39,1,Sevilla,5,1,21,19,25
Zaragoza - Barcelona,26,604.0,107,1,Zaragoza,5,1,21,19,28
Madrid - Barcelona,51,449.0,50,1,Barcelona,5,1,21,19,34
Barcelona - Bilbao,22,348.0,11,1,Barcelona,5,1,21,19,37
Bilbao - Madrid,35,287.0,75,1,Bilbao,5,1,21,19,39
Bilbao - Madrid,78,255.0,8,2,Bilbao,5,1,21,20,22
Valencia - Sevilla,44,470.0,13,1,Sevilla,5,1,21,20,52
Madrid - Barcelona,50,221.0,80,1,Madrid,5,1,21,20,57
Malaga - Sevilla,51,385.0,56,1,Malaga,5,1,21,21,15
Valencia - Sevilla,32,648.0,109,1,Valencia,5,1,21,21,29
Barcelona - Valencia,19,299.0,69,1,Barcelona,5,1,21,21,39
Bilbao - Madrid,55,654.0,2,2,Bilbao,5,1,21,21,42
Madrid - Zaragoza,21,683.0,26,2,Zaragoza,5,1,21,21,56
Malaga - Sevilla,10,439.0,69,1,Sevilla,5,1,21,22,4
Barcelona - Valencia,57,694.0,88,1,Barcelona,5,1,21,22,8
Barcelona - Valencia,75,146.0,4,2,Valencia,5,1,21,22,13
Madrid - Zaragoza,58,538.0,31,1,Madrid,5,1,21,22,22
Madrid - Malaga,90,432.0,107,1,Madrid,5,1,21,22,31
Madrid - Malaga,87,314.0,93,2,Madrid,5,1,21,22,35
Bilbao - Madrid,49,350.0,114,1,Bilbao,5,1,21,22,49
Barcelona - Valencia,56,279.0,32,2,Barcelona,5,1,21,22,54
Madrid - Zaragoza,82,245.0,77,1,Zaragoza,5,1,21,23,3
Barcelona - Valencia,15,647.0,83,2,Barcelona,5,1,21,23,16
Valencia - Sevilla,90,551.0,60,1,Sevilla,5,1,21,23,32
Madrid - Malaga,19,144.0,112,2,Madrid,5,1,21,23,56
Sevilla - Madrid,19,659.0,82,2,Madrid,5,1,21,23,58
Bilbao - Madrid,24,338.0,109,2,Madrid,6,1,22,0,8
Madrid - Malaga,28,602.0,23,1,Malaga,6,1,22,0,9
Barcelona - Bilbao,20,476.0,66,1,Bilbao,6,1,22,0,10
Madrid - Zaragoza,11,216.0,20,1,Zaragoza,6,1,22,0,11
Madrid - Zaragoza,83,263.0,2,1,Zaragoza,6,1,22,0,27
Bilbao - Madrid,72,348.0,30,1,Madrid,6,1,22,0,32
Bilbao - Madrid,29,208.0,1,1,Bilbao,6,1,22,0,42
Madrid - Zaragoza,54,367.0,60,1,Zaragoza,6,1,22,1,0
Madrid - Zaragoza,90,493.0,114,1,Madrid,6,1,22,1,7
Madrid - Barcelona,52,580.0,91,2,Madrid,6,1,22,1,23
Barcelona - Bilbao,91,519.0,18,1,Bilbao,6,1,22,1,35
Sevilla - Madrid,52,347.0,22,1,Madrid,6,1,22,1,40
Madrid - Zaragoza,55,311.0,84,1,Madrid,6,1,22,1,57
Barcelona - Bilbao,82,577.0,29,1,Bilbao,6,1,22,2,7
Madrid - Malaga,85,716.0,48,2,Madrid,6,1,22,2,13
Malaga - Sevilla,11,433.0,115,2,Malaga,6,1,22,2,22
Barcelona - Valencia,95,366.0,22,2,Barcelona,6,1,22,2,31
Madrid - Malaga,50,207.0,85,1,Madrid,6,1,22,2,46
Barcelona - Valencia,16,464.0,58,1,Barcelona,6,1,22,2,48
Malaga - Sevilla,75,644.0,87,2,Sevilla,6,1,22,2,55
Sevilla - Madrid,43,200.0,17,2,Sevilla,6,1,22,2,57
Madrid - Malaga,87,689.0,56,1,Madrid,6,1,22,2,58
Malaga - Sevilla,83,652.0,69,1,Sevilla,6,1,22,2,59
Barcelona - Bilbao,48,656.0,58,2,Bilbao,6,1,22,3,0
Sevilla - Madrid,65,417.0,25,2,Sevilla,6,1,22,3,3
Valencia - Sevilla,87,576.0,82,2,Valencia,6,1,22,3,17
Madrid - Zaragoza,98,420.0,39,2,Madrid,6,1,22,3,26
Madrid - Barcelona,15,585.0,36,1,Madrid,6,1,22,3,35
Barcelona - Valencia,34,632.0,118,2,Valencia,6,1,22,3,49
Madrid - Malaga,38,627.0,69,2,Malaga,6,1,22,3,57
Bilbao - Madrid,80,491.0,61,2,Bilbao,6,1,22,3,58
Malaga - Sevilla,83,597.0,113,1,Malaga,6,1,22,4,8
Zaragoza - Barcelona,70,544.0,36,1,Zaragoza,6,1,22,4,24
Bilbao - Madrid,60,443.0,31,2,Bilbao,6,1,22,4,28
Sevilla - Madrid,73,479.0,68,1,Sevilla,6,1,22,4,34
Sevilla - Madrid,34,153.0,21,1,Sevilla,6,1,22,4,39
Sevilla - Madrid,22,560.0,20,2,Madrid,6,1,22,4,47
Bilbao - Madrid,17,133.0,48,1,Madrid,6,1,22,4,58
Zaragoza - Barcelona,52,308.0,8,1,Zaragoza,6,1,22,5,20
Malaga - Sevilla,98,415.0,26,1,Malaga,6,1,22,5,21
Bilbao - Madrid,86,649.0,27,2,Madrid,6,1,22,5,42
Malaga - Sevilla,46,640.0,90,1,Malaga,6,1,22,5,46
Zaragoza - Barcelona,33,629.0,4,1,Barcelona,6,1,22,5,58
Madrid - Zaragoza,60,614.0,73,2,Zaragoza,6,1,22,6,8
Malaga - Sevilla,44,412.0,107,1,Malaga,6,1,22,6,15
Madrid - Malaga,35,600.0,79,1,Madrid,6,1,22,6,16
Madrid - Zaragoza,88,433.0,27,1,Madrid,6,1,22,6,20
Madrid - Zaragoza,12,236.0,112,2,Zaragoza,6,1,22,6,22
Zaragoza - Barcelona,30,504.0,34,2,Barcelona,6,1,22,6,40
Barcelona - Valencia,56,345.0,27,1,Barcelona,6,1,22,6,44
Bilbao - Madrid,21,513.0,97,2,Bilbao,6,1,22,6,51
Madrid - Barcelona,31,661.0,78,1,Madrid,6,1,22,6,53
Madrid - Malaga,43,226.0,77,1,Madrid,6,1,22,6,55
Barcelona - Bilbao,55,710.0,72,2,Bilbao,6,1,22,7,15
Madrid - Zaragoza,22,338.0,15,2,Zaragoza,6,1,22,7,19
Barcelona - Bilbao,87,485.0,75,1,Bilbao,6,1,22,7,20
Barcelona - Valencia,24,451.0,90,2,Valencia,6,1,22,7,22
Bilbao - Madrid,62,622.0,37,2,Bilbao,6,1,22,7,23
Sevilla - Madrid,42,270.0,71,1,Sevilla,6,1,22,7,45
Sevilla - Madrid,15,366.0,16,1,Madrid,6,1,22,7,52
Malaga - Sevilla,24,495.0,39,1,Sevilla,6,1,22,7,57
Madrid - Zaragoza,93,440.0,17,1,Zaragoza,6,1,22,8,4
Barcelona - Bilbao,29,440.0,76,2,Barcelona,6,1,22,8,9
Madrid - Malaga,68,699.0,15,1,Malaga,6,1,22,8,16
Malaga - Sevilla,97,461.0,14,1,Sevilla,6,1,22,8,17
Bilbao - Madrid,54,501.0,27,2,Madrid,6,1,22,8,23
Malaga - Sevilla,51,523.0,115,1,Sevilla,6,1,22,8,33
Malaga - Sevilla,30,710.0,90,2,Malaga,6,1,22,8,44
Zaragoza - Barcelona,48,395.0,5,1,Barcelona,6,1,22,8,53
Sevilla - Madrid,66,478.0,8,1,Sevilla,6,1,22,9,29
Barcelona - Valencia,85,142.0,30,2,Valencia,6,1,22,9,43
Madrid - Barcelona,15,369.0,61,1,Barcelona,6,1,22,9,44
Bilbao - Madrid,57,504.0,30,2,Bilbao,6,1,22,9,45
Malaga - Sevilla,13,407.0,72,1,Sevilla,6,1,22,9,57
Madrid - Barcelona,54,579.0,39,2,Barcelona,6,1,22,9,59
Bilbao - Madrid,76,492.0,69,1,Madrid,6,1,22,10,4
Madrid - Barcelona,33,206.0,64,2,Barcelona,6,1,22,10,21
Malaga - Sevilla,20,426.0,16,1,Malaga,6,1,22,10,24
Zaragoza - Barcelona,35,153.0,69,1,Barcelona,6,1,22,10,28
Valencia - Sevilla,57,169.0,60,2,Valencia,6,1,22,10,32
Madrid - Malaga,49,390.0,22,1,Madrid,6,1,22,10,50
Madrid - Barcelona,60,125.0,82,2,Barcelona,6,1,22,11,12
Sevilla - Madrid,14,410.0,11,1,Madrid,6,1,22,11,19
Madrid - Barcelona,47,262.0,32,1,Madrid,6,1,22,11,27
Madrid - Malaga,76,540.0,110,1,Madrid,6,1,22,11,44
Valencia - Sevilla,52,574.0,15,2,Valencia,6,1,22,11,47
Bilbao - Madrid,78,301.0,107,2,Madrid,6,1,22,11,52
Madrid - Malaga,81,538.0,109,2,Malaga,6,1,22,11,54
Bilbao - Madrid,91,434.0,45,2,Madrid,6,1,22,11,56
Madrid - Malaga,41,674.0,13,2,Madrid,6,1,22,11,58
Madrid - Barcelona,21,312.0,8,2,Madrid,6,1,22,12,0
Barcelona - Valencia,17,397.0,97,2,Barcelona,6,1,22,12,7
Valencia - Sevilla,14,677.0,111,1,Sevilla,6,1,22,12,16
Bilbao - Madrid,13,199.0,80,2,Madrid,6,1,22,12,33
Madrid - Malaga,24,429.0,79,2,Madrid,6,1,22,12,41
Zaragoza - Barcelona,56,243.0,13,2,Barcelona,6,1,22,12,46
Madrid - Malaga,58,573.0,15,2,Madrid,6,1,22,12,50
Madrid - Zaragoza,43,409.0,114,2,Zaragoza,6,1,22,12,53
Barcelona - Bilbao,76,190.0,86,2,Barcelona,6,1,22,12,57
Madrid - Barcelona,29,355.0,66,2,Madrid,6,1,22,13,6
Madrid - Malaga,42,142.0,65,1,Malaga,6,1,22,13,21
Valencia - Sevilla,69,367.0,78,2,Sevilla,6,1,22,13,30
Barcelona - Bilbao,96,207.0,68,1,Bilbao,6,1,22,13,31
Malaga - Sevilla,31,296.0,113,2,Malaga,6,1,22,13,40
Barcelona - Bilbao,95,435.0,22,1,Barcelona,6,1,22,13,44
Madrid - Malaga,42,123.0,91,1,Madrid,6,1,22,13,49
Sevilla - Madrid,24,605.0,49,2,Sevilla,6,1,22,14,5
Malaga - Sevilla,95,398.0,59,2,Sevilla,6,1,22,14,9
Barcelona - Valencia,73,595.0,36,1,Valencia,6,1,22,14,28
Sevilla - Madrid,10,222.0,86,1,Sevilla,6,1,22,14,39
Barcelona - Bilbao,48,486.0,22,2,Barcelona,6,1,22,14,47
Malaga - Sevilla,76,595.0,119,1,Malaga,6,1,22,15,11
Barcelona - Bilbao,45,164.0,42,1,Bilbao,6,1,22,15,22
Barcelona - Bilbao,68,577.0,62,2,Barcelona,6,1,22,15,31
Sevilla - Madrid,62,715.0,5,2,Sevilla,6,1,22,15,37
Malaga - Sevilla,17,393.0,31,1,Sevilla,6,1,22,15,38
Madrid - Zaragoza,87,495.0,13,1,Zaragoza,6,1,22,15,39
Bilbao - Madrid,96,279.0,35,2,Madrid,6,1,22,15,47
Madrid - Barcelona,76,313.0,76,1,Barcelona,6,1,22,16,13
Barcelona - Valencia,98,159.0,118,1,Valencia,6,1,22,16,18
Sevilla - Madrid,76,570.0,40,2,Madrid,6,1,22,16,26
Sevilla - Madrid,48,607.0,55,2,Sevilla,6,1,22,16,41
Valencia - Sevilla,55,451.0,80,1,Sevilla,6,1,22,16,47
Malaga - Sevilla,25,155.0,117,2,Malaga,6,1,22,16,49
Sevilla - Madrid,68,405.0,108,2,Madrid,6,1,22,16,58
Sevilla - Madrid,89,699.0,103,2,Madrid,6,1,22,17,1
Valencia - Sevilla,60,678.0,8,2,Sevilla,6,1,22,17,5
Zaragoza - Barcelona,23,543.0,78,2,Zaragoza,6,1,22,17,7
Madrid - Barcelona,21,575.0,107,2,Madrid,6,1,22,17,8
Malaga - Sevilla,49,351.0,55,1,Sevilla,6,1,22,17,25
Sevilla - Madrid,17,542.0,62,2,Madrid,6,1,22,17,32
Madrid - Zaragoza,25,333.0,94,2,Madrid,6,1,22,17,38
Barcelona - Bilbao,81,704.0,71,1,Barcelona,6,1,22,17,46
Madrid - Malaga,15,300.0,4,2,Madrid,6,1,22,17,54
Malaga - Sevilla,24,202.0,28,1,Sevilla,6,1,22,17,57
Sevilla - Madrid,68,170.0,104,1,Sevilla,6,1,22,18,10
Zaragoza - Barcelona,50,512.0,9,2,Zaragoza,6,1,22,18,12
Bilbao - Madrid,46,648.0,63,1,Bilbao,6,1,22,18,18
Madrid - Zaragoza,51,436.0,85,2,Madrid,6,1,22,18,26
Madrid - Barcelona,13,591.0,50,2,Barcelona,6,1,22,18,34
Madrid - Barcelona,99,245.0,45,2,Barcelona,6,1,22,18,40
Sevilla - Madrid,87,206.0,111,2,Sevilla,6,1,22,18,49
Valencia - Sevilla,21,439.0,3,1,Valencia,6,1,22,18,54
Madrid - Malaga,76,554.0,117,2,Malaga,6,1,22,18,55
Madrid - Barcelona,27,640.0,61,2,Madrid,6,1,22,19,0
Sevilla - Madrid,84,320.0,15,2,Sevilla,6,1,22,19,1
Zaragoza - Barcelona,29,468.0,73,2,Zaragoza,6,1,22,19,26
Bilbao - Madrid,12,184.0,108,1,Madrid,6,1,22,19,28
Valencia - Sevilla,21,381.0,89,1,Sevilla,6,1,22,19,32
Sevilla - Madrid,28,141.0,5,2,Sevilla,6,1,22,19,40
Zaragoza - Barcelona,53,476.0,74,2,Barcelona,6,1,22,19,41
Madrid - Malaga,87,620.0,93,1,Madrid,6,1,22,20,13
Madrid - Zaragoza,66,514.0,25,1,Zaragoza,6,1,22,20,20
Bilbao - Madrid,61,661.0,9,1,Madrid,6,1,22,20,25
Barcelona - Valencia,90,369.0,57,2,Valencia,6,1,22,20,27
Madrid - Barcelona,14,289.0,98,2,Barcelona,6,1,22,20,29
Valencia - Sevilla,51,583.0,20,1,Valencia,6,1,22,20,37
Madrid - Zaragoza,88,135.0,14,1,Zaragoza,6,1,22,20,41
Madrid - Zaragoza,43,278.0,73,2,Madrid,6,1,22,21,11
Bilbao - Madrid,14,492.0,45,1,Madrid,6,1,22,21,13
Barcelona - Bilbao,75,473.0,109,1,Barcelona,6,1,22,21,28
Valencia - Sevilla,69,371.0,43,2,Valencia,6,1,22,21,32
Madrid - Zaragoza,29,330.0,52,2,Zaragoza,6,1,22,21,50
Barcelona - Valencia,31,213.0,53,2,Barcelona,6,1,22,21,54
Zaragoza - Barcelona,44,649.0,58,2,Zaragoza,6,1,22,21,55
Barcelona - Bilbao,52,530.0,100,2,Barcelona,6,1,22,22,21
Madrid - Zaragoza,21,143.0,45,2,Zaragoza,6,1,22,22,28
Barcelona - Bilbao,15,622.0,69,2,Barcelona,6,1,22,22,37
Sevilla - Madrid,49,377.0,3,2,Sevilla,6,1,22,22,45
Sevilla - Madrid,40,401.0,103,2,Madrid,6,1,22,22,46
Madrid - Barcelona,75,719.0,48,2,Barcelona,6,1,22,22,48
Barcelona - Valencia,46,623.0,35,1,Valencia,6,1,22,22,51
Bilbao - Madrid,31,338.0,94,1,Madrid,6,1,22,23,7
Sevilla - Madrid,65,600.0,107,1,Madrid,6,1,22,23,18
Valencia - Sevilla,23,652.0,89,1,Sevilla,6,1,22,23,20
Madrid - Barcelona,33,150.0,96,2,Madrid,6,1,22,23,35
Zaragoza - Barcelona,61,320.0,13,1,Barcelona,6,1,22,23,53
Malaga - Sevilla,21,710.0,14,1,Sevilla,6,1,22,23,58
Zaragoza - Barcelona,15,675.0,95,2,Zaragoza,0,1,23,0,5
Madrid - Barcelona,82,422.0,31,1,Madrid,0,1,23,0,8
Zaragoza - Barcelona,42,621.0,53,1,Zaragoza,0,1,23,0,11
Sevilla - Madrid,10,597.0,98,2,Sevilla,0,1,23,0,12
Zaragoza - Barcelona,74,258.0,79,2,Barcelona,0,1,23,0,13
Madrid - Barcelona,33,654.0,18,1,Barcelona,0,1,23,0,36
Madrid - Malaga,38,123.0,71,1,Madrid,0,1,23,0,42
Zaragoza - Barcelona,75,632.0,79,2,Barcelona,0,1,23,0,44
Zaragoza - Barcelona,55,560.0,39,2,Barcelona,0,1,23,1,7
Bilbao - Madrid,74,705.0,94,2,Madrid,0,1,23,1,13
Zaragoza - Barcelona,55,253.0,113,2,Zaragoza,0,1,23,1,30
Madrid - Zaragoza,14,378.0,19,2,Zaragoza,0,1,23,1,49
Madrid - Barcelona,80,430.0,17,2,Barcelona,0,1,23,1,50
Barcelona - Bilbao,64,198.0,101,2,Barcelona,0,1,23,1,51
Barcelona - Bilbao,38,659.0,67,1,Barcelona,0,1,23,2,3
Malaga - Sevilla,94,345.0,25,1,Malaga,0,1,23,2,20
Barcelona - Valencia,97,527.0,75,1,Valencia,0,1,23,2,23
Barcelona - Valencia,11,458.0,8,1,Valencia,0,1,23,2,29
Madrid - Barcelona,29,177.0,105,1,Madrid,0,1,23,2,32
Barcelona - Valencia,26,705.0,57,2,Barcelona,0,1,23,2,35
Barcelona - Valencia,83,326.0,37,2,Valencia,0,1,23,2,38
Zaragoza - Barcelona,13,367.0,47,2,Barcelona,0,1,23,2,41
Barcelona - Bilbao,85,542.0,84,1,Barcelona,0,1,23,2,47
Bilbao - Madrid,54,564.0,79,1,Bilbao,0,1,23,2,54
Barcelona - Bilbao,49,324.0,10,2,Barcelona,0,1,23,3,19
Barcelona - Bilbao,47,166.0,18,2,Bilbao,0,1,23,3,25
Barcelona - Bilbao,24,315.0,37,1,Barcelona,0,1,23,3,43
Bilbao - Madrid,43,145.0,98,2,Bilbao,0,1,23,3,48
Madrid - Zaragoza,64,562.0,37,2,Zaragoza,0,1,23,3,52
Bilbao - Madrid,93,706.0,104,2,Bilbao,0,1,23,3,59
Sevilla - Madrid,39,256.0,81,2,Sevilla,0,1,23,4,5
Malaga - Sevilla,57,218.0,93,1,Sevilla,0,1,23,4,34
Barcelona - Bilbao,14,395.0,72,1,Bilbao,0,1,23,4,42
Madrid - Barcelona,46,486.0,7,1,Madrid,0,1,23,4,45
Bilbao - Madrid,50,240.0,90,1,Bilbao,0,1,23,4,47
Madrid - Malaga,67,516.0,10,1,Madrid,0,1,23,4,49
Madrid - Barcelona,59,585.0,95,1,Madrid,0,1,23,4,52
Madrid - Barcelona,29,127.0,7,1,Barcelona,0,1,23,5,16
Madrid - Malaga,50,375.0,62,1,Madrid,0,1,23,5,21
Valencia - Sevilla,81,564.0,90,2,Valencia,0,1,23,5,23
Sevilla - Madrid,47,136.0,15,1,Sevilla,0,1,23,5,36
Barcelona - Bilbao,33,644.0,93,1,Bilbao,0,1,23,5,42
Madrid - Zaragoza,29,488.0,76,2,Zaragoza,0,1,23,5,54
Bilbao - Madrid,36,446.0,28,2,Bilbao,0,1,23,6,1
Madrid - Barcelona,48,691.0,50,2,Barcelona,0,1,23,6,9
Barcelona - Valencia,46,588.0,75,1,Valencia,0,1,23,6,12
Barcelona - Bilbao,41,276.0,40,2,Barcelona,0,1,23,6,37
Bilbao - Madrid,44,337.0,51,1,Madrid,0,1,23,6,55
Barcelona - Bilbao,92,684.0,48,2,Barcelona,0,1,23,6,57
Valencia - Sevilla,18,185.0,49,2,Sevilla,0,1,23,7,1
Zaragoza - Barcelona,18,641.0,82,1,Zaragoza,0,1,23,7,3
Barcelona - Bilbao,94,237.0,2,1,Barcelona,0,1,23,7,6
Barcelona - Bilbao,52,361.0,102,1,Barcelona,0,1,23,7,8
Madrid - Barcelona,46,183.0,46,2,Madrid,0,1,23,7,18
Madrid - Malaga,19,318.0,35,1,Malaga,0,1,23,7,21
Valencia - Sevilla,86,121.0,81,1,Sevilla,0,1,23,7,38
Madrid - Malaga,89,336.0,87,2,Madrid,0,1,23,7,44
Sevilla - Madrid,72,139.0,22,1,Madrid,0,1,23,7,45
Zaragoza - Barcelona,15,314.0,79,2,Zaragoza,0,1,23,7,51
Zaragoza - Barcelona,97,696.0,78,2,Barcelona,0,1,23,7,52
Barcelona - Valencia,43,592.0,66,1,Barcelona,0,1,23,7,54
Zaragoza - Barcelona,45,535.0,112,1,Zaragoza,0,1,23,8,7
Sevilla - Madrid,15,254.0,59,2,Madrid,0,1,23,8,10
Barcelona - Bilbao,71,268.0,33,2,Bilbao,0,1,23,8,13
Valencia - Sevilla,89,461.0,107,1,Valencia,0,1,23,8,25
Barcelona - Bilbao,43,498.0,19,2,Bilbao,0,1,23,8,28
Barcelona - Bilbao,32,709.0,22,1,Bilbao,0,1,23,8,33
Madrid - Zaragoza,77,595.0,92,2,Zaragoza,0,1,23,9,4
Madrid - Malaga,98,350.0,52,1,Malaga,0,1,23,9,7
Malaga - Sevilla,96,430.0,102,1,Malaga,0,1,23,9,21
Valencia - Sevilla,39,665.0,118,1,Sevilla,0,1,23,9,22
Barcelona - Bilbao,39,253.0,28,2,Barcelona,0,1,23,9,29
Madrid - Zaragoza,62,199.0,24,2,Zaragoza,0,1,23,9,33
Madrid - Barcelona,68,440.0,2,1,Madrid,0,1,23,9,40
Bilbao - Madrid,20,631.0,10,1,Bilbao,0,1,23,9,41
Madrid - Malaga,85,335.0,70,2,Malaga,0,1,23,9,42
Madrid - Zaragoza,99,163.0,6,2,Madrid,0,1,23,9,50
Madrid - Malaga,92,394.0,77,1,Malaga,0,1,23,9,56
Madrid - Zaragoza,39,151.0,80,2,Zaragoza,0,1,23,10,11
Malaga - Sevilla,78,433.0,14,2,Malaga,0,1,23,10,16
Madrid - Zaragoza,39,474.0,15,2,Madrid,0,1,23,10,18
Madrid - Malaga,11,243.0,12,1,Madrid,0,1,23,10,33
Zaragoza - Barcelona,51,643.0,83,2,Zaragoza,0,1,23,10,37
Madrid - Malaga,17,537.0,4,1,Madrid,0,1,23,10,39
Malaga - Sevilla,71,521.0,56,2,Malaga,0,1,23,10,49
Bilbao - Madrid,42,620.0,94,1,Bilbao,0,1,23,10,57
Bilbao - Madrid,78,503.0,57,1,Madrid,0,1,23,11,7
Barcelona - Valencia,61,180.0,37,2,Valencia,0,1,23,11,12
Valencia - Sevilla,19,521.0,34,2,Sevilla,0,1,23,11,25
Malaga - Sevilla,59,215.0,18,2,Malaga,0,1,23,11,31
Barcelona - Valencia,14,660.0,95,1,Barcelona,0,1,23,11,32
Bilbao - Madrid,61,354.0,118,2,Madrid,0,1,23,11,53
Barcelona - Bilbao,41,510.0,83,2,Bilbao,0,1,23,12,7
Valencia - Sevilla,90,694.0,57,2,Valencia,0,1,23,12,17
Zaragoza - Barcelona,57,692.0,108,2,Zaragoza,0,1,23,12,19
Madrid - Zaragoza,66,200.0,55,1,Madrid,0,1,23,12,24
Sevilla - Madrid,41,285.0,0,1,Sevilla,0,1,23,12,26
Barcelona - Bilbao,19,305.0,85,1,Barcelona,0,1,23,12,27
Zaragoza - Barcelona,91,376.0,40,1,Barcelona,0,1,23,12,28
Barcelona - Bilbao,57,665.0,41,2,Bilbao,0,1,23,12,50
Madrid - Zaragoza,80,313.0,3,2,Madrid,0,1,23,12,52
Sevilla - Madrid,25,513.0,57,2,Madrid,0,1,23,13,9
Barcelona - Bilbao,51,389.0,27,1,Barcelona,0,1,23,13,24
Barcelona - Bilbao,11,208.0,105,1,Barcelona,0,1,23,13,34
Sevilla - Madrid,51,269.0,94,1,Sevilla,0,1,23,13,35
Sevilla - Madrid,18,698.0,80,2,Sevilla,0,1,23,13,38
Barcelona - Valencia,51,168.0,72,1,Barcelona,0,1,23,13,39
Sevilla - Madrid,88,380.0,4,1,Sevilla,0,1,23,13,41
Madrid - Zaragoza,66,285.0,59,1,Zaragoza,0,1,23,13,42
Sevilla - Madrid,96,620.0,10,2,Madrid,0,1,23,13,44
Bilbao - Madrid,76,180.0,34,1,Madrid,0,1,23,14,4
Barcelona - Bilbao,13,393.0,102,2,Bilbao,0,1,23,14,16
Sevilla - Madrid,53,490.0,67,1,Madrid,0,1,23,14,19
Barcelona - Bilbao,29,673.0,99,1,Barcelona,0,1,23,14,25
Madrid - Zaragoza,32,688.0,34,1,Madrid,0,1,23,14,29
Zaragoza - Barcelona,66,401.0,43,1,Barcelona,0,1,23,15,4
Zaragoza - Barcelona,83,568.0,103,1,Barcelona,0,1,23,15,6
Madrid - Malaga,67,335.0,15,2,Madrid,0,1,23,15,21
Zaragoza - Barcelona,85,399.0,65,2,Barcelona,0,1,23,15,22
Barcelona - Bilbao,95,220.0,56,1,Barcelona,0,1,23,15,27
Barcelona - Bilbao,87,165.0,79,1,Barcelona,0,1,23,15,38
Sevilla - Madrid,21,672.0,117,1,Madrid,0,1,23,15,50
Zaragoza - Barcelona,58,636.0,37,1,Barcelona,0,1,23,15,58
Barcelona - Valencia,55,372.0,28,1,Barcelona,0,1,23,16,1
Valencia - Sevilla,97,330.0,45,1,Valencia,0,1,23,16,3
Madrid - Barcelona,99,228.0,28,2,Madrid,0,1,23,16,6
Madrid - Malaga,58,385.0,48,1,Malaga,0,1,23,16,16
Barcelona - Bilbao,71,539.0,97,2,Barcelona,0,1,23,16,20
Madrid - Malaga,33,601.0,8,1,Malaga,0,1,23,16,29
Valencia - Sevilla,70,249.0,16,1,Sevilla,0,1,23,16,47
Madrid - Zaragoza,22,398.0,6,1,Madrid,0,1,23,17,2
Barcelona - Bilbao,96,358.0,91,1,Bilbao,0,1,23,17,4
Barcelona - Bilbao,25,477.0,13,2,Barcelona,0,1,23,17,5
Madrid - Malaga,58,624.0,1,1,Madrid,0,1,23,17,6
Malaga - Sevilla,41,365.0,42,2,Sevilla,0,1,23,17,7
Sevilla - Madrid,41,504.0,57,1,Madrid,0,1,23,17,20
Bilbao - Madrid,67,418.0,96,1,Madrid,0,1,23,17,26
Madrid - Barcelona,28,659.0,81,1,Madrid,0,1,23,17,31
Barcelona - Valencia,84,180.0,37,2,Barcelona,0,1,23,17,40
Madrid - Zaragoza,89,152.0,55,2,Madrid,0,1,23,17,41
Malaga - Sevilla,86,142.0,51,2,Malaga,0,1,23,17,50
Madrid - Barcelona,11,504.0,35,1,Madrid,0,1,23,18,1
Bilbao - Madrid,12,198.0,6,1,Madrid,0,1,23,18,3
Barcelona - Valencia,56,514.0,61,1,Valencia,0,1,23,18,24
Valencia - Sevilla,19,366.0,93,1,Sevilla,0,1,23,18,25
Barcelona - Bilbao,93,626.0,106,1,Barcelona,0,1,23,18,32
Sevilla - Madrid,24,489.0,61,1,Madrid,0,1,23,18,59
Barcelona - Valencia,44,254.0,76,2,Valencia,0,1,23,19,16
Zaragoza - Barcelona,90,124.0,103,2,Barcelona,0,1,23,19,17
